Materials Id,Formula,Spacegroup,Formation Energy (eV),E Above Hull (eV),Band Gap (eV),Has Bandstructure,Volume,Nsites,Theoretical,Count,Density (gm/cc),Crystal System,Polycrystalline Dielectric Constant
mp-7773,Na2AsAu,Cmcm,-0.495,0,0.506,TRUE,186.165,8,FALSE,,5.671,orthorhombic," 12.77933333333251,"
mp-505297,NbSbRu,F43m,-0.417,0,0.623,TRUE,59.643,3,FALSE,,8.79,cubic," 22.782967000000045,"
mp-978,Sr2Sn,Pnma,-0.625,0,0.153,TRUE,463.528,12,FALSE,,4.212,orthorhombic," 19.135666666666665,"
mp-607818,GeTeRh,Pbca,-0.504,0,0.269,TRUE,486.347,24,FALSE,,8.28,orthorhombic," 27.72,"
mp-978852,SrGaSnH,P3m1,-0.489,0,0.585,TRUE,90.082,4,TRUE,,5.107,trigonal," 33.029628,"
mp-1079726,Zr2SeN2,P63/mmc,-1.723,0,0.53,TRUE,156.58,10,FALSE,,6.139,hexagonal," 10.712159003396877,"
mp-1226003,CoPS,P213,-0.773,0,1.13,TRUE,158.832,12,TRUE,,5.101,cubic," 20.976514000000005,"
mp-2030,RuS2,Pa3,-0.992,0,0.682,TRUE,180.92,12,FALSE,,6.065,cubic," 16.68700000000001,"
mp-31451,ZrCoBi,F43m,-0.422,0,1.012,TRUE,60.651,3,FALSE,,9.833,cubic," 20.92792699999997,"
mp-7623,MgAs4,P41212,-0.227,0,0.837,TRUE,482.42,20,FALSE,,4.461,tetragonal," 13.86866666666667,"
mp-1103228,BiIrSe,P213,-0.252,0,0.686,TRUE,260.696,12,FALSE,,12.234,cubic," 25.232520999999995,"
mp-27741,TeAuI,P21/c,-0.138,0,1.092,TRUE,445.882,12,FALSE,,6.725,monoclinic," 10.372812999999999,"
mp-867193,Sr2BiAu,Fm3m,-0.852,0,0.448,TRUE,129.043,4,TRUE,,7.479,cubic," 27.234294999999978,"
mp-541062,Ca3GaAs3,Pnma,-1.012,0,0.336,TRUE,701.895,28,FALSE,,3.925,orthorhombic," 11.892333333333335,"
mp-5478,TlPd3O4,Fm3m,-0.953,0,1.151,TRUE,232.338,16,FALSE,,8.4,cubic," 12.63136166666643,"
mp-1078724,LiAsSe2,Cc,-0.554,0,0.787,FALSE,180.195,8,FALSE,,4.419,monoclinic," 12.15208933333332,"
mp-1221101,NaBiSe2,R3m,-0.735,0,1.136,TRUE,110.077,4,TRUE,,5.882,trigonal," 10.314490702536274,"
mp-2490,GaP,F43m,-0.409,0,1.684,TRUE,41.737,2,FALSE,,4.006,cubic," 10.587151999999975,"
mp-9244,LiBC,P63/mmc,-0.376,0,1.127,TRUE,45.943,6,FALSE,,2.151,hexagonal," 11.668263333333341,"
mp-10155,P2Ir,P21/c,-0.722,0,0.779,TRUE,185.987,12,FALSE,,9.077,monoclinic," 16.764333333333337,"
mp-16238,Li2AgSb,F43m,-0.456,0,0.148,TRUE,73.882,4,FALSE,,5.473,cubic," 23.46843499999998,"
mp-2534,GaAs,F43m,-0.35,0,0.184,TRUE,47.532,2,FALSE,,5.053,cubic," 14.840380999999985,"
mp-1103261,SiPtSe,Pca21,-0.651,0,0.975,TRUE,217.329,12,FALSE,,9.234,orthorhombic," 18.885664,"
mp-4182,CrAgS2,R3m,-0.808,0,0.757,TRUE,147.908,8,FALSE,,5.029,trigonal," 12.511907,"
mp-567931,InSiTe3,P31m,-0.211,0,0.564,TRUE,334.039,10,FALSE,,5.227,trigonal," 12.547322333333346,"
mp-1104130,Ba(P2Au)2,Fddd,-0.475,0,0.37,TRUE,333.517,14,FALSE,,6.524,orthorhombic," 12.465966,"
mp-1228030,Ba4Bi2O,I4mm,-1.522,0,0.611,TRUE,272.997,7,TRUE,,5.981,tetragonal," 10.5201443333333,"
mp-571093,BaAlSiH,P3m1,-0.472,0,0.82,TRUE,85.615,4,FALSE,,3.751,trigonal," 14.361360000000028,"
mp-865280,NbAlFe2,Fm3m,-0.376,0,0.331,TRUE,52.34,4,TRUE,,7.347,cubic," 45.93990500000007,"
mp-1009088,BeGeAs2,I42d,-0.176,0,0.66,TRUE,162.54,8,TRUE,,4.73,tetragonal," 13.091827,"
mp-574338,CsGa3,I4m2,-0.157,0,0.127,TRUE,324.81,12,FALSE,,5.246,tetragonal," 44.23763799999998,"
mp-1214793,AsOsS,P21/c,-0.563,0,1.214,FALSE,200.609,12,TRUE,,9.841,monoclinic," 17.652758000000002,"
mp-1228745,AsRhS,P213,-0.841,0,1.248,FALSE,200.372,12,TRUE,,6.958,cubic," 19.407790000000002,"
mp-638590,MnTl2GeTe4,I42m,-0.195,0,0.206,TRUE,259.248,8,FALSE,,6.705,tetragonal," 14.583169666666668,"
mp-8311,Si3NiP4,I42m,-0.244,0,0.337,TRUE,141.194,8,FALSE,,3.138,tetragonal," 18.57923566666667,"
mp-4008,ZnGeAs2,I42d,-0.167,0,0.568,TRUE,188.566,8,FALSE,,5.07,tetragonal," 17.781104999999997,"
mp-12178,KCr5S8,C2/m,-1.181,0,0.274,TRUE,265.391,14,FALSE,,3.476,monoclinic," 12.132980333333323,"
mp-18670,Ca5(SnAs3)2,Pbam,-0.874,0,0.254,TRUE,684.967,26,FALSE,,4.302,orthorhombic," 15.517000000000001,"
mp-2646,Mg3Sb2,P3m1,-0.364,0,0.155,TRUE,133.474,5,FALSE,,3.937,trigonal," 14.801333333333536,"
mp-1105095,BaP2,P21/c,-0.804,0,0.9,TRUE,494.335,18,FALSE,,4.016,monoclinic," 10.521849000000001,"
mp-1178386,CsTe4,P21/c,-0.392,0,0.627,TRUE,855.122,20,FALSE,,4.997,monoclinic," 14.172789333333334,"
mp-15777,Zn(GaTe2)2,I4,-0.383,0,1.448,TRUE,221.744,7,FALSE,,5.356,tetragonal," 10.476619999999999,"
mp-2074,Li3Sb,Fm3m,-0.637,0,0.807,TRUE,70.632,4,FALSE,,3.352,cubic," 10.187000000000095,"
mp-1413,P2Ru,Pnnm,-0.609,0,0.516,TRUE,88.499,6,FALSE,,6.118,orthorhombic," 19.857333333333337,"
mp-672204,Ga3Ru,P42/mnm,-0.387,0,0.723,TRUE,289.973,16,FALSE,,7.106,tetragonal," 20.9265981755661,"
mp-27484,Tl2O,R3m,-0.826,0,0.572,TRUE,149.861,6,FALSE,,9.413,trigonal," 11.599708901064071,"
mp-30949,Sr3SiO,Pnma,-1.46,0,0.655,TRUE,523.316,20,FALSE,,3.896,orthorhombic," 12.436698666666663,"
mp-3102,TaCuS3,Pnma,-1.164,0,0.42,TRUE,403.296,20,FALSE,,5.611,orthorhombic," 12.17392,"
mp-1016197,MgSiAs2,I42d,-0.312,0,1.303,TRUE,192.845,8,FALSE,,3.483,tetragonal," 10.17042433333333,"
mp-2715,CoAs2,P21/c,-0.326,0,0.171,TRUE,188.457,12,FALSE,,7.358,monoclinic," 34.569,"
mp-541771,Bi4RuI2,I4/m,-0.216,0,0.479,TRUE,534.55,14,FALSE,,7.398,tetragonal," 10.539333333340933,"
mp-569779,ScSbPd,F43m,-1.043,0,0.078,TRUE,64.819,3,FALSE,,6.997,cubic," 17.964780999999967,"
mp-961713,ZrSnPt,F43m,-1.024,0,1.008,TRUE,66.225,3,TRUE,,10.155,cubic," 17.477000000001386,"
mp-1087504,KZn4P3,R3m,-0.296,0,0.518,TRUE,163.269,8,FALSE,,4.004,trigonal," 10.215818999999998,"
mp-1100405,ScTeRh,F43m,-1.086,0,0.486,TRUE,63.111,3,TRUE,,7.248,cubic," 17.016552999999963,"
mp-10368,CoPSe,Pbca,-0.464,0,0.698,TRUE,357.497,24,FALSE,,6.275,orthorhombic," 24.277666666666665,"
mp-10952,Cu2HgGeS4,I42m,-0.616,0,0.02,TRUE,163.933,8,FALSE,,5.354,tetragonal," 13.52051566666667,"
mp-1219458,SbTeRh,P213,-0.508,0,0.587,FALSE,272.715,12,TRUE,,8.58,cubic," 27.247707999999992,"
mp-1221102,NaBiTe2,R3m,-0.538,0,1.1,TRUE,134.398,4,TRUE,,6.019,trigonal," 13.180215000000004,"
mp-3595,ZnSiAs2,I42d,-0.198,0,0.89,TRUE,178.368,8,FALSE,,4.531,tetragonal," 13.154521999999998,"
mp-4174,HoNiSb,F43m,-0.904,0,0.348,TRUE,63.423,3,FALSE,,9.043,cubic," 18.655805000000036,"
mp-22982,CuBiS2,Pnma,-0.608,0,0.5,TRUE,357.674,16,FALSE,,6.252,orthorhombic," 14.483882,"
mp-1321,CdSb,Pbca,-0.046,0,0.053,TRUE,486.499,16,FALSE,,6.394,orthorhombic," 27.828375333333327,"
mp-31149,Ca3BiN,Pm3m,-1.095,0,0.782,TRUE,119.076,5,FALSE,,4.786,cubic," 18.63138400000002,"
mp-1029872,Sr2ReN3,C2/c,-0.877,0,0.015,TRUE,391.62,24,TRUE,,6.843,monoclinic," 102.553984,"
mp-13682,PdS2,Pbca,-0.713,0,0.654,TRUE,264.893,12,FALSE,,4.277,orthorhombic," 10.900333333333336,"
mp-567636,VFeSb,F43m,-0.212,0,0.53,TRUE,48.508,3,FALSE,,7.824,cubic," 31.58696800000004,"
mp-365,MgB4,Pnma,-0.14,0,0.365,TRUE,179.152,20,FALSE,,2.504,orthorhombic," 11.608333333333333,"
mp-3668,CdGeP2,I42d,-0.097,0,0.648,TRUE,185.246,8,FALSE,,4.428,tetragonal," 12.786425333333328,"
mp-1105728,Ba(GaP)2,P21/c,-0.656,0,1.341,TRUE,491.733,20,FALSE,,4.575,monoclinic," 11.940441666666665,"
mp-20316,PPbSe3,P21/c,-0.315,0,1.676,TRUE,548.261,20,FALSE,,5.755,monoclinic," 10.183402,"
mp-30452,DyNiBi,F43m,-0.673,0,0.266,TRUE,68.394,3,FALSE,,10.444,cubic," 25.167384000000002,"
mp-2139,BaGe2,Pnma,-0.534,0,0.572,TRUE,747.731,24,FALSE,,5.021,orthorhombic," 14.800666666666665,"
mp-28080,K2SnTe5,I4/mcm,-0.537,0,0.581,TRUE,584.094,16,TRUE,,4.747,tetragonal," 15.243956333333331,"
mp-29662,TlBiSe2,R3m,-0.451,0,0.347,TRUE,123.112,4,FALSE,,7.706,trigonal," 18.649763666666686,"
mp-865681,TiSiRu2,Fm3m,-0.891,0,0.004,TRUE,54.183,4,TRUE,,8.523,cubic," 30.740508999999978,"
mp-989524,LaWN3,R3c,-1.236,0,1.294,TRUE,131.504,10,TRUE,,9.212,trigonal," 13.467063666666673,"
mp-15661,Sc4C3,I43d,-0.486,0,0.466,TRUE,188.683,14,FALSE,,3.799,cubic," 16.770339000000007,"
mp-27810,Ba(GeAs)2,P42mc,-0.504,0,0.046,TRUE,555.015,20,FALSE,,5.175,tetragonal," 14.665284,"
mp-31493,RbGa3,I4m2,-0.168,0,0.621,TRUE,313.803,12,FALSE,,4.677,tetragonal," 38.41609833333332,"
mp-570008,Sr3BiN,Pm3m,-0.939,0,0.257,TRUE,145.628,5,FALSE,,5.54,cubic," 34.41491700000004,"
mp-7435,KCuSe,P63/mmc,-0.68,0,0.176,TRUE,149.378,6,FALSE,,4.038,hexagonal," 45.99226333333336,"
mp-7937,NaNbS2,P63/mmc,-1.542,0,0.661,TRUE,145.696,8,FALSE,,4.104,hexagonal," 11.072926666666701,"
mp-9919,LiZnSb,P63mc,-0.366,0,0.415,TRUE,124.956,6,FALSE,,5.159,hexagonal," 18.556789,"
mp-2576,Sr2Ge,Pnma,-0.534,0,0.375,TRUE,411.852,12,FALSE,,3.998,orthorhombic," 18.900333333333332,"
mp-30847,TiSnPt,F43m,-0.832,0,0.831,TRUE,60.504,3,FALSE,,9.926,cubic," 20.753588999999966,"
mp-1206881,LiTaS2,P63/mmc,-1.606,0,0.852,FALSE,126.673,8,TRUE,,6.607,hexagonal," 11.36735933333332,"
mp-1207448,Zr3Sb4Pt3,I43d,-0.799,0,0.793,FALSE,427.391,20,TRUE,,10.459,cubic," 30.240602999999993,"
mp-7262,ZnAs2,P21/c,-0.157,0,0.224,TRUE,583.548,24,FALSE,,4.9,monoclinic," 13.464333333333334,"
mp-9566,Sr(MgSb)2,P3m1,-0.753,0,0.98,TRUE,154.409,5,FALSE,,4.084,trigonal," 10.153562333333328,"
mp-1206514,Mg3AsN,Pm3m,-0.811,0,1.335,FALSE,76.392,5,TRUE,,3.518,cubic," 10.320901999999993,"
mp-17926,Zr3Ni3Sb4,I43d,-0.651,0,0.539,TRUE,381.519,20,FALSE,,8.155,cubic," 34.75700000000011,"
mp-567666,Ba3BiN,P63/mmc,-0.855,0,0.647,TRUE,356.702,10,FALSE,,5.912,hexagonal," 12.773000000000051,"
mp-29072,Nb2SiTe4,P21/c,-0.497,0,0.268,TRUE,782.649,28,FALSE,,6.147,monoclinic," 15.729999999999999,"
mp-3525,Sb2Te2Se,R3m,-0.19,0,0.131,TRUE,161.977,5,FALSE,,5.922,trigonal," 28.107000000045133,"
mp-861937,Ba2AsAu,Fm3m,-0.949,0,0.61,TRUE,131.24,4,TRUE,,6.915,cubic," 20.124371,"
mp-505511,CoAsSe,Pbca,-0.376,0,0.418,TRUE,390.208,24,FALSE,,7.245,orthorhombic," 28.99066666666666,"
mp-9567,Ba(MgSb)2,P3m1,-0.77,0,0.845,TRUE,165.557,5,FALSE,,4.307,trigonal," 10.659708666666694,"
mp-2319,P2Os,Pnnm,-0.521,0,0.856,TRUE,89.719,6,FALSE,,9.335,orthorhombic," 18.212666666666667,"
mp-774155,Li2FeO3,C2,-1.965,0,0.081,TRUE,215.484,24,TRUE,,3.629,monoclinic," 10.969886,"
mp-28400,P3Ru,P1,-0.524,0,1.027,TRUE,247.723,16,FALSE,,5.201,triclinic," 17.429000000000002,"
mp-7280,PPdS,Pbcn,-0.65,0,1.088,TRUE,487.47,24,FALSE,,4.618,orthorhombic," 11.074103666666668,"
mp-15988,Li2CuSb,F43m,-0.425,0,0.527,TRUE,63.52,4,FALSE,,5.207,cubic," 18.382908999999977,"
mp-567817,HfGeTe4,Cmc21,-0.456,0,0.387,TRUE,369.978,12,FALSE,,6.836,orthorhombic," 13.785153333333318,"
mp-1029770,BaCrN2,Cmce,-0.997,0,0.06,TRUE,265.092,16,TRUE,,5.446,orthorhombic," 208.70947633333336,"
mp-541582,ReSe2,P1,-0.399,0,1.236,TRUE,272.823,12,FALSE,,8.378,triclinic," 11.679000000000004,"
mp-21272,ErNiSb,F43m,-0.904,0,0.331,TRUE,62.816,3,FALSE,,9.192,cubic," 18.45932199999998,"
mp-10289,Ca(BC)2,I4/mcm,-0.333,0,0.618,TRUE,107.099,10,FALSE,,2.658,tetragonal," 15.845258666666675,"
mp-23341,Bi2Pt2O7,Fd3m,-1.341,0,0.834,TRUE,292.254,22,FALSE,,10.456,cubic," 10.050346999999933,"
mp-570485,SrAlSiH,P3m1,-0.472,0,0.62,TRUE,76.911,4,FALSE,,3.102,trigonal," 13.237179666666618,"
mp-570844,Ga3Os,P42/mnm,-0.268,0,0.967,TRUE,293.647,16,FALSE,,9.034,tetragonal," 17.492714,"
mp-866141,TiFe2Si,Fm3m,-0.694,0,0.402,TRUE,46.106,4,TRUE,,6.758,cubic," 38.312301044557536,"
mp-1106381,NaAs,P21/c,-0.392,0,0.582,TRUE,391.237,16,FALSE,,3.325,monoclinic," 10.801170333333332,"
mp-22786,ThNiSn,F43m,-0.695,0,0.353,TRUE,71.323,3,FALSE,,9.533,cubic," 31.98347299999993,"
mp-675989,Tl9BiSe6,I4/m,-0.378,0,0.831,TRUE,489.538,16,TRUE,,8.555,tetragonal," 16.741017910038796,"
mp-861950,Ca2SbAu,Fm3m,-0.918,0,0.276,TRUE,106.535,4,TRUE,,6.217,cubic," 60.186937000000235,"
mp-1102430,SbTeIr,P213,-0.415,0,0.967,TRUE,273.354,12,FALSE,,10.73,cubic," 20.591890000000003,"
mp-862947,Ba2BiAu,Fm3m,-0.866,0,0.425,TRUE,149.437,4,TRUE,,7.563,cubic," 22.219633000000016,"
mp-867203,Sr2CdAs2,Cmc21,-0.954,0,1.066,TRUE,294.581,10,FALSE,,4.932,orthorhombic," 10.457772333333333,"
mp-1207108,BaAlGeH,P3m1,-0.525,0,0.893,TRUE,87.318,4,FALSE,,4.525,trigonal," 15.04641766666665,"
mp-20832,Zn(InTe2)2,I4,-0.375,0,1.276,TRUE,245.897,7,FALSE,,5.439,tetragonal," 10.118069,"
mp-1018093,CaGaGeH,P3m1,-0.467,0,0.496,TRUE,71.675,4,TRUE,,4.25,trigonal," 16.50949823583294,"
mp-29849,Ag3SnP7,P21/m,-0.05,0,0.949,TRUE,452.467,22,FALSE,,4.838,monoclinic," 16.136333333333337,"
mp-30252,Na10CaSn12,I43m,-0.277,0,0.761,TRUE,722.597,23,FALSE,,3.894,cubic," 15.790000000000118,"
mp-1219343,ScCuSe2,C2/m,-1.109,0,0.71,FALSE,167.318,8,TRUE,,5.288,monoclinic," 11.713012,"
mp-22811,InCuSe2,I42d,-0.432,0,0.199,TRUE,203.946,8,FALSE,,5.476,tetragonal," 16.48133333333522,"
mp-9920,TiS3,P21/m,-1.463,0,0.232,TRUE,162.685,8,FALSE,,2.941,monoclinic," 10.036666666666669,"
mp-23116,CuBiSeO,P4/nmm,-0.838,0,0.345,TRUE,141.455,8,FALSE,,8.628,tetragonal," 15.689445333333337,"
mp-2455,As2Os,Pnnm,-0.219,0,0.756,TRUE,104.69,6,FALSE,,10.788,orthorhombic," 20.885,"
mp-7943,LiAs,P21/c,-0.487,0,0.357,FALSE,292.818,16,FALSE,,3.714,monoclinic," 15.447666666666668,"
mp-1009084,BeSnAs2,I42d,-0.18,0,0.704,TRUE,181.678,8,TRUE,,5.074,tetragonal," 13.428254000000017,"
mp-10519,Cu2SnS3,Cc,-0.661,0,0.041,TRUE,245.631,12,FALSE,,4.624,monoclinic," 20.28322766666666,"
mp-1102531,PRhSe,P213,-0.632,0,1.189,TRUE,201.899,12,FALSE,,7.002,cubic," 20.069493999999995,"
mp-1212441,Hf3Ni3Sb4,I43d,-0.567,0,0.581,FALSE,374.874,20,TRUE,,10.619,cubic," 31.75966200000001,"
mp-12904,HoAgTe2,P421m,-0.907,0,1.313,TRUE,237.895,8,FALSE,,7.371,tetragonal," 11.247040333333333,"
mp-1714,FeSi2,Cmce,-0.444,0,0.698,TRUE,300.079,24,FALSE,,4.959,orthorhombic," 24.635333333329072,"
mp-20817,GePtSe,Pca21,-0.553,0,0.627,TRUE,227.741,12,FALSE,,10.111,orthorhombic," 23.47385,"
mp-570370,SnPSe3,Pc,-0.246,0,1.433,TRUE,546.313,20,FALSE,,4.7,monoclinic," 10.383366666666667,"
mp-8507,Sr(P3Pt2)2,C2/c,-0.805,0,0.446,TRUE,388.989,22,FALSE,,8.997,monoclinic," 18.82933333333489,"
mp-27267,ReP4,Pbca,-0.321,0,0.757,TRUE,637.233,40,FALSE,,6.465,orthorhombic," 18.325333333333333,"
mp-3078,CdSiAs2,I42d,-0.125,0,0.89,TRUE,198.732,8,FALSE,,4.852,tetragonal," 14.074613666666663,"
mp-4666,CdSiP2,I42d,-0.202,0,1.426,TRUE,173.748,8,FALSE,,3.87,tetragonal," 10.787988333333333,"
mp-569522,MnP4,P1,-0.361,0,0.524,TRUE,439.201,30,FALSE,,4.057,triclinic," 19.673000000000005,"
mp-7173,ScSbPt,F43m,-1.17,0,0.66,TRUE,65.312,3,FALSE,,9.199,cubic," 18.409560000000038,"
mp-484,Te3As2,C2/m,-0.015,0,0.581,TRUE,308.061,10,FALSE,,5.742,monoclinic," 32.76733333333333,"
mp-1019105,KMgBi,P4/nmm,-0.471,0,0.378,TRUE,207.309,6,FALSE,,4.364,tetragonal," 10.360722999999997,"
mp-29055,KSb2,C2/m,-0.299,0,0.272,TRUE,221.903,6,FALSE,,4.23,monoclinic," 15.445999999985304,"
mp-5213,CdSnP2,I42d,-0.102,0,0.671,TRUE,210.015,8,FALSE,,4.634,tetragonal," 13.035046333333334,"
mp-567841,Be3P2,Ia3,-0.232,0,0.889,TRUE,529.505,40,FALSE,,2.232,cubic," 10.071000000000021,"
mp-9272,TlPt2S3,P3m1,-0.774,0,1.026,TRUE,280.187,12,FALSE,,8.187,trigonal," 12.533546000000014,"
mp-7756,SrLiSb,Pnma,-0.956,0,0.681,TRUE,333.445,12,FALSE,,4.309,orthorhombic," 10.126,"
mp-1103842,P4Os,P1,-0.38,0,1.303,TRUE,238.025,15,FALSE,,6.574,triclinic," 16.573681,"
mp-20554,InAgSe2,I42d,-0.418,0,0.361,TRUE,232.204,8,FALSE,,5.444,tetragonal," 10.145816999999997,"
mp-3481,KSnAs,P63mc,-0.402,0,0.339,TRUE,196.158,6,FALSE,,3.94,hexagonal," 11.031552999999994,"
mp-29238,TlAgSe,Pnma,-0.244,0,0.666,TRUE,306.22,12,FALSE,,8.486,orthorhombic," 15.145930333333334,"
mp-30390,HoSnAu,F43m,-0.851,0,0.025,TRUE,75.811,3,FALSE,,10.527,cubic," 22.53207833333333,"
mp-7430,Ca(CdSb)2,P3m1,-0.464,0,0.109,TRUE,148.159,5,FALSE,,5.698,trigonal," 39.14210466666668,"
mp-1100415,ZrSbRh,F43m,-1.001,0,1.183,TRUE,63.718,3,TRUE,,8.232,cubic," 16.58072533333322,"
mp-2624,AlSb,F43m,-0.159,0,1.261,TRUE,60.561,2,FALSE,,4.078,cubic," 12.00990000000001,"
mp-20331,CuSbSe2,Pnma,-0.203,0,0.607,TRUE,388.881,16,FALSE,,5.862,orthorhombic," 18.265838666666664,"
mp-31454,TaSbRu,F43m,-0.379,0,0.896,TRUE,59.396,3,FALSE,,11.289,cubic," 19.559226999999975,"
mp-551873,Ca4Bi2O,I4/mmm,-1.608,0,0.833,TRUE,189.474,7,FALSE,,5.208,tetragonal," 10.295534999999987,"
mp-866062,HfSiRu2,Fm3m,-0.8,0,0.332,TRUE,59.267,4,TRUE,,11.451,cubic," 26.689535999999933,"
mp-2517,Ca2Si,Pnma,-0.463,0,0.292,TRUE,332.053,12,FALSE,,2.165,orthorhombic," 15.762666666666666,"
mp-561511,FeAsS,P21/c,-0.672,0,0.736,TRUE,173.84,12,FALSE,,6.222,monoclinic," 25.017666704959797,"
mp-569501,LiCaBi,Pnma,-0.803,0,0.583,TRUE,319.14,12,FALSE,,5.328,orthorhombic," 12.943220333333334,"
mp-17862,Ag3Ge5P6,I43m,-0.031,0,0.577,TRUE,569.502,28,FALSE,,5.089,cubic," 17.136348333333384,"
mp-28921,Tl5Se2Br,I4/mcm,-0.498,0,0.618,TRUE,521.594,16,FALSE,,8.021,tetragonal," 11.318832000000016,"
mp-4964,YSbPt,F43m,-1.21,0,0.11,TRUE,72.723,3,FALSE,,9.265,cubic," 23.245040999999972,"
mp-5222,ReTeS,F43m,-0.598,0,0.133,TRUE,264.79,12,FALSE,,8.676,cubic," 16.675584000000015,"
mp-1069695,Sr(MgBi)2,P3m1,-0.577,0,0.384,FALSE,164.83,5,FALSE,,5.583,trigonal," 13.466276323670025,"
mp-569815,Si2Ru,Cmce,-0.545,0,0.482,TRUE,341.205,24,TRUE,,6.122,orthorhombic," 20.119666666667715,"
mp-675349,DyCuSe2,P3m1,-1.211,0,1.106,TRUE,93.309,4,TRUE,,6.833,trigonal," 10.093824666666626,"
mp-924130,TiNiSn,F43m,-0.535,0,0.453,TRUE,51.738,3,FALSE,,7.23,cubic," 24.271837544299625,"
mp-28011,Tl2Sn2S3,C2/c,-0.694,0,0.848,TRUE,414.474,14,FALSE,,5.949,monoclinic," 10.16573866666667,"
mp-19178,CoAgO2,P63/mmc,-1.081,0,1.359,TRUE,90.343,8,FALSE,,7.308,hexagonal," 10.634136333333368,"
mp-1029312,RbVN2,I42d,-0.928,0,0.707,TRUE,141.721,8,TRUE,,3.853,tetragonal," 15.284669333333339,"
mp-1213704,Cs3LiPb4,Cmcm,-0.252,0,0.758,FALSE,701.684,16,TRUE,,5.843,orthorhombic," 10.967697666666652,"
mp-29089,Sr2GeN2,P42/mbc,-0.817,0,0.053,TRUE,763.285,40,FALSE,,4.802,tetragonal," 34.79119733333332,"
mp-7392,Na2AgSb,Cmcm,-0.367,0,0.657,TRUE,215.732,8,FALSE,,4.243,orthorhombic," 12.073333333335961,"
mp-8630,SbIrS,P213,-0.704,0,1.512,TRUE,227.458,12,FALSE,,10.105,cubic," 16.750698,"
mp-1223306,La(Tl3Te2)3,I4/m,-0.513,0,0.819,FALSE,558.927,16,TRUE,,8.152,tetragonal," 16.344441666666697,"
mp-16313,TbSbPt,F43m,-1.212,0,0.097,TRUE,72.985,3,FALSE,,10.825,cubic," 23.271946999999987,"
mp-9397,HfTlCuSe3,Cmcm,-0.847,0,0.455,TRUE,291.419,12,FALSE,,7.787,orthorhombic," 11.509393666666666,"
mp-1029469,ZnSnN2,Pna21,-0.156,0,0.123,TRUE,223.187,16,TRUE,,6.313,orthorhombic," 158.864005,"
mp-1247,Sb2Ir,P21/c,-0.381,0,0.45,TRUE,273.846,12,FALSE,,10.569,monoclinic," 24.859999999999996,"
mp-28612,Na(LiSi2)3,Pnma,-0.13,0,0.118,TRUE,706.068,40,FALSE,,1.997,orthorhombic," 16.296333333333333,"
mp-30033,CoBr2,P3m1,-0.32,0,0.12,TRUE,83.569,3,FALSE,,4.346,trigonal," 12.102333333708176,"
mp-10194,LuSbPt,F43m,-1.204,0,0.181,TRUE,69.756,3,FALSE,,11.708,cubic," 36.19578300000002,"
mp-1210700,Mn(SbSe2)2,C2/m,-0.31,0,0.392,FALSE,380.356,14,TRUE,,5.364,monoclinic," 15.556896666666637,"
mp-29082,Ba5CrN5,C2/m,-0.895,0,0.134,TRUE,563.652,22,FALSE,,4.765,monoclinic," 14.812948333333333,"
mp-1220883,NaSbTe2,R3m,-0.446,0,0.703,TRUE,129.649,4,TRUE,,5.123,trigonal," 17.606120000000004,"
mp-38970,Ga2Te3,Cc,-0.321,0,1.014,TRUE,331.842,10,TRUE,,5.227,monoclinic," 11.672333333380905,"
mp-30456,SrLiBi,Pnma,-0.828,0,0.554,TRUE,354.129,12,FALSE,,5.693,orthorhombic," 12.512695666666668,"
mp-504498,K2CdPb,Ama2,-0.182,0,0.029,TRUE,324.39,8,FALSE,,4.073,orthorhombic," 19.895779333333333,"
mp-570238,P10Au7I,P31m,-0.138,0,0.498,TRUE,384.706,18,TRUE,,7.836,trigonal," 15.504836999999972,"
mp-989638,CaTcN3,C2/m,-0.602,0,0.638,TRUE,140.918,10,TRUE,,4.244,monoclinic," 12.283254666666672,"
mp-1219924,PRhS,P213,-0.938,0,1.453,FALSE,184.775,12,TRUE,,5.965,cubic," 17.811411999999994,"
mp-35162,MnIn2O4,Fd3m,-2.01,0,0.868,FALSE,193.227,14,TRUE,,5.991,cubic," 71.72435000000029,"
mp-29397,SiTePt,Pbca,-0.54,0,0.335,TRUE,496.911,24,FALSE,,9.377,orthorhombic," 23.567999999999994,"
mp-554921,Hg(BiS2)2,C2/m,-0.677,0,1.345,TRUE,372.921,14,FALSE,,6.651,monoclinic," 10.028241846860961,"
mp-871,FeSi,P213,-0.513,0,0.166,TRUE,88.015,8,FALSE,,6.334,cubic," 77.04500600000001,"
mp-924128,HfNiSn,F43m,-0.637,0,0.435,TRUE,57.152,3,TRUE,,10.34,cubic," 20.839392000000036,"
mp-546011,YZnAsO,P4/nmm,-1.985,0,1.202,TRUE,141.602,8,FALSE,,5.752,tetragonal," 10.256168999999973,"
mp-1201,Sb2Te3,R3m,-0.13,0,0.161,TRUE,169.893,5,FALSE,,6.122,trigonal," 44.217666666623934,"
mp-18300,Ca3AlSb3,Pnma,-0.838,0,0.294,TRUE,841.821,28,FALSE,,4.044,orthorhombic," 12.522,"
mp-2418,PdSe2,Pbca,-0.283,0,0.009,TRUE,295.758,12,FALSE,,5.937,orthorhombic," 13.417999999999997,"
mp-27904,FeSbS,P21/c,-0.583,0,0.618,TRUE,200.297,12,FALSE,,6.953,monoclinic," 27.680666666666667,"
