Materials Id,Formula,Spacegroup,Formation Energy (eV),E Above Hull (eV),Band Gap (eV),Has Bandstructure,Volume,Nsites,Theoretical,Count,Density (gm/cc),Crystal System,Polycrystalline Dielectric Constant
mp-34202,Bi2Te3,R3m,-0.236,0,0.386,TRUE,178.033,5,FALSE,,7.469,trigonal," 32.602999999915035,"
mp-866105,Ca2HgPb,Fm3m,-0.601,0,0.071,TRUE,116.136,4,TRUE,,6.977,cubic," 242.78764100000058,"
mp-30253,Na10SrSn12,I43m,-0.279,0,0.774,TRUE,732.266,23,FALSE,,3.95,cubic," 15.194257666666658,"
mp-30460,YNiBi,F43m,-0.674,0,0.257,TRUE,68.578,3,FALSE,,8.634,cubic," 24.59433199999997,"
mp-559864,InSb2S4Br,C2/m,-0.75,0,1.536,TRUE,423.382,16,FALSE,,4.444,monoclinic," 19.462190666666668,"
mp-1029655,Sr3WN3,P63/m,-0.964,0,0.019,TRUE,297.105,14,TRUE,,5.463,hexagonal," 15.511038999999984,"
mp-8281,Ba(CdAs)2,P3m1,-0.641,0,0.158,TRUE,142.718,5,FALSE,,5.957,trigonal," 97.6322756666667,"
mp-867336,K2SrCdSb2,Pmc21,-0.62,0,0.315,TRUE,414.943,12,FALSE,,4.176,orthorhombic," 10.661370666666668,"
mp-979137,SrGaSiH,P3m1,-0.449,0,0.417,TRUE,75.662,4,TRUE,,4.092,trigonal," 14.497244000000405,"
mp-1029650,Na15Re7N19,P1,-0.425,0,0.182,TRUE,1319.404,82,TRUE,,4.819,triclinic," 62.04505866666667,"
mp-1103471,LaAsS,Pnma,-1.879,0,0.233,TRUE,286.18,12,FALSE,,5.707,orthorhombic," 31.97520201049041,"
mp-11692,Ba3(SiAs2)2,C2/c,-0.808,0,0.827,TRUE,564.969,18,FALSE,,4.514,monoclinic," 10.10733033333333,"
mp-14285,CoP2,P21/c,-0.533,0,0.545,TRUE,157.013,12,FALSE,,5.114,monoclinic," 24.938666666666666,"
mp-1095507,SbIrSe,P213,-0.462,0,1.271,TRUE,246.598,12,FALSE,,10.584,cubic," 18.407075999999996,"
mp-1101755,GePtS,Pca21,-0.807,0,0.99,TRUE,209.568,12,FALSE,,9.502,orthorhombic," 18.328481333333333,"
mp-762,PtS2,P3m1,-0.792,0,1.444,TRUE,69.383,3,FALSE,,6.204,trigonal," 10.142666666666667,"
mp-1317,CoSb3,Im3,-0.188,0,0.582,TRUE,378.68,16,FALSE,,7.441,cubic," 35.084000000000195,"
mp-2809,Sb2S3,Pnma,-0.647,0,1.309,TRUE,527.424,20,FALSE,,4.278,orthorhombic," 11.211396666666667,"
mp-2833,IrS2,Pnma,-0.843,0,0.564,TRUE,411.681,24,FALSE,,8.272,orthorhombic," 16.558066999999998,"
mp-864898,Na2TlBi,Fm3m,-0.293,0,0.13,TRUE,115.629,4,TRUE,,6.597,cubic," 74.52735900000006,"
mp-961687,ZrSnPd,F43m,-0.791,0,0.183,TRUE,65.702,3,TRUE,,7.996,cubic," 20.778000000002073,"
mp-1118943,Cs3Re2N5,I41,-0.427,0,0.321,FALSE,977.393,40,TRUE,,5.716,tetragonal," 22.371375,"
mp-766,As2Ru,Pnnm,-0.398,0,0.561,TRUE,103.497,6,FALSE,,8.051,orthorhombic," 23.544,"
mp-7067,Ca(CdAs)2,P3m1,-0.597,0,0.219,TRUE,124.562,5,FALSE,,5.529,trigonal," 39.49964266666666,"
mp-17558,Ca5(GaAs3)2,Pbam,-0.95,0,0.121,TRUE,634.752,26,FALSE,,4.13,orthorhombic," 13.987,"
mp-2071,Zn3P2,P42/nmc,-0.188,0,0.605,TRUE,756.171,40,FALSE,,4.536,tetragonal," 13.726666666666672,"
mp-2695,Sb2Os,Pnnm,-0.016,0,0.404,TRUE,132.351,6,FALSE,,10.884,orthorhombic," 21.894666666666662,"
mp-4024,DyAgTe2,P421m,-0.915,0,1.311,TRUE,239.859,8,FALSE,,7.277,tetragonal," 11.262915333333334,"
mp-8439,Ca5(AlSb3)2,Pbam,-0.773,0,0.218,TRUE,771.995,26,FALSE,,4.237,orthorhombic," 15.282000000000002,"
mp-29187,Co(SiP)3,P21,-0.319,0,1.347,TRUE,434.459,28,FALSE,,3.61,monoclinic," 18.883896666666665,"
mp-4226,LiCrS2,P3m1,-1.333,0,0.727,TRUE,63.73,4,FALSE,,3.207,trigonal," 10.238462333333327,"
mp-730,P2Pt,Pa3,-0.683,0,1.126,TRUE,190.584,12,FALSE,,8.958,cubic," 19.64533333333333,"
mp-1207629,YRhO3,Pnma,-2.57,0,0.813,FALSE,236.233,20,TRUE,,6.743,orthorhombic," 10.768693333333331,"
mp-1218926,SnPtSe,P213,-0.566,0,0.596,FALSE,259.642,12,TRUE,,10.047,cubic," 26.736913000000012,"
mp-3839,GaCuTe2,I42d,-0.282,0,0.555,TRUE,225.142,8,FALSE,,5.73,tetragonal," 15.013390333333335,"
mp-570213,LiMgBi,F43m,-0.377,0,0.359,TRUE,80.335,3,FALSE,,4.966,cubic," 13.006579999999987,"
mp-8208,Mg(PtO2)3,Cmmm,-1.389,0,0.359,TRUE,116.441,10,FALSE,,10.062,orthorhombic," 15.015071999999838,"
mp-1013527,BeGeP2,I42d,-0.27,0,0.912,TRUE,142.403,8,TRUE,,3.349,tetragonal," 10.623756666666663,"
mp-978847,SrGaGeH,P3m1,-0.49,0,0.426,TRUE,78.193,4,FALSE,,4.905,trigonal," 38.315080333333334,"
mp-1079772,Ca(InP)2,P63/mmc,-0.583,0,0.409,TRUE,253.639,10,FALSE,,4.343,hexagonal," 11.753194086670808,"
mp-567318,TlSbSe2,P21/m,-0.331,0,0.841,TRUE,473.048,16,TRUE,,6.797,monoclinic," 16.700000000000003,"
mp-10967,CdCu2GeSe4,I42m,-0.342,0,0.247,TRUE,191.22,8,FALSE,,5.453,tetragonal," 18.685768999999997,"
mp-8277,Sr(CdP)2,P3m1,-0.595,0,0.71,TRUE,122.303,5,FALSE,,5.083,trigonal," 12.031000000000153,"
mp-189,SiRu,P213,-0.65,0,0.254,TRUE,106.765,8,FALSE,,8.035,cubic," 44.437724,"
mp-13801,Tl2Pt2O7,Fd3m,-1.161,0,0.865,TRUE,276.032,22,FALSE,,10.96,cubic," 10.155568999999977,"
mp-16337,Ga2HgTe4,I4,-0.3,0,1.119,TRUE,236.184,7,FALSE,,5.979,tetragonal," 11.608424666666664,"
mp-22386,InAgTe2,I42d,-0.286,0,0.065,TRUE,280.93,8,FALSE,,5.649,tetragonal," 12.675541999999995,"
mp-1029267,CaZrN2,R3m,-1.677,0,0.421,TRUE,54.123,4,TRUE,,4.888,trigonal," 10.771179999999996,"
mp-1078636,Ba2ZnAs2,Ibam,-0.95,0,0.745,TRUE,314.628,10,FALSE,,5.171,orthorhombic," 10.777731666666668,"
mp-29199,BaCuN,C2/c,-0.476,0,0.048,TRUE,381.589,18,FALSE,,5.61,monoclinic," 12.851891666666669,"
mp-607450,In3Ru,P42/mnm,-0.141,0,0.247,TRUE,370.164,16,FALSE,,7.994,tetragonal," 25.289459800878763,"
mp-18500,K3Sn4Au,Pmmn,-0.34,0,0.613,TRUE,596.496,16,FALSE,,4.393,orthorhombic," 23.755988333333335,"
mp-20726,SrCaSn,Pnma,-0.683,0,0.3,TRUE,424.53,12,FALSE,,3.855,orthorhombic," 18.108999999999995,"
mp-29208,Ca(MgBi)2,P3m1,-0.533,0,0.389,TRUE,154.58,5,FALSE,,5.443,trigonal," 16.751003666666666,"
mp-3716,TbNiSb,F43m,-0.903,0,0.384,TRUE,64.623,3,FALSE,,8.721,cubic," 18.853474999999953,"
mp-697047,Li3H4Rh,Cmcm,-0.488,0,0.69,TRUE,150.483,16,FALSE,,2.82,orthorhombic," 11.289796999999972,"
mp-866229,Ca2SnHg,Fm3m,-0.662,0,0.132,TRUE,114.034,4,TRUE,,5.817,cubic," 225.3748429999999,"
mvc-14149,CoO2,I4/m,-1.17,0,0.59,TRUE,129.644,12,TRUE,,4.659,tetragonal," 14.005065227023572,"
mp-1080848,KVN2,Pbca,-0.94,0,0.895,FALSE,1052.259,64,TRUE,,2.981,orthorhombic," 12.871944333333333,"
mp-4524,ZnGeP2,I42d,-0.211,0,1.203,TRUE,164.25,8,FALSE,,4.044,tetragonal," 12.117934,"
mp-17173,Rh2S3,Pbcn,-0.869,0,0.192,TRUE,321.405,20,FALSE,,6.241,orthorhombic," 25.082000000000004,"
mp-21276,PbS,Fm3m,-0.865,0,0.993,TRUE,54.174,2,FALSE,,7.334,cubic," 16.395291706067255,"
mp-820,HgSe,F43m,-0.206,0,0.124,TRUE,61.749,2,FALSE,,7.518,cubic," 16.742244000000024,"
mp-19886,ThSnPt,F43m,-1.075,0,0.881,TRUE,79.311,3,FALSE,,11.428,cubic," 25.64858999999997,"
mp-27488,Ta3N5,Cmcm,-1.286,0,1.257,TRUE,208.844,16,FALSE,,9.746,orthorhombic," 10.830666666602186,"
mp-571306,Ca2Zn2CuP3,P63/mmc,-0.765,0,0.278,TRUE,305.041,16,FALSE,,4,hexagonal," 11.948000000000022,"
mp-3161,LiAlSi,F43m,-0.216,0,0.143,TRUE,52.355,3,FALSE,,1.967,cubic," 15.258516000000022,"
mp-8279,Ba(CdP)2,P3m1,-0.588,0,0.682,TRUE,131.61,5,FALSE,,5.351,trigonal," 12.94666666666667,"
mp-27173,P4Ru,P1,-0.447,0,1.125,TRUE,236.807,15,FALSE,,4.732,triclinic," 17.445333333333338,"
mp-27648,Te2Br,Pnma,-0.168,0,0.769,TRUE,905.837,24,FALSE,,4.914,orthorhombic," 10.690666666666667,"
mp-4510,DyNiSb,F43m,-0.904,0,0.367,TRUE,63.957,3,FALSE,,8.904,cubic," 18.729587000000024,"
mp-1080847,Mg3SbN,Pm3m,-0.688,0,0.699,FALSE,83.886,5,TRUE,,4.131,cubic," 10.756434932820843,"
mp-23222,Li3Bi,Fm3m,-0.528,0,0.38,TRUE,76.44,4,FALSE,,4.992,cubic," 13.776666666678421,"
mp-1079149,Ba2ZnSb2,Ibam,-0.874,0,0.391,TRUE,365.824,10,FALSE,,5.298,orthorhombic," 12.315130666666676,"
mp-924129,ZrNiSn,F43m,-0.69,0,0.52,TRUE,58.511,3,TRUE,,7.624,cubic," 21.96650900000003,"
mp-760,FeSe2,Pnnm,-0.355,0,0.405,TRUE,100.133,6,FALSE,,7.09,orthorhombic," 26.700666666666667,"
mp-927,CuP2,P21/c,-0.112,0,0.965,TRUE,194.5,12,FALSE,,4.286,monoclinic," 16.290000000000003,"
mp-867207,Sr2HgPb,Fm3m,-0.6,0,0.181,TRUE,136.499,4,TRUE,,7.093,cubic," 95.5694480000001,"
mp-1222618,Li2ZnCdP2,R3m,-0.492,0,0.881,FALSE,105.58,6,TRUE,,3.989,trigonal," 10.354285000000003,"
mp-4468,CuSbS2,Pnma,-0.574,0,0.737,TRUE,338.226,16,FALSE,,4.898,orthorhombic," 13.924892999999997,"
mp-1221753,MnCr4CdSe8,F43m,-0.542,0,0.471,FALSE,313.932,14,TRUE,,5.327,cubic," 12.562387000000456,"
mp-2242,GeS,Pnma,-0.585,0,1.237,TRUE,175.866,8,FALSE,,3.955,orthorhombic," 10.986487000000002,"
mp-4876,Tl3SbSe3,P213,-0.363,0,1.111,TRUE,914.561,28,FALSE,,7.058,cubic," 10.592975999999998,"
mp-676274,Tl9SbSe6,I4/m,-0.355,0,0.764,TRUE,488.916,16,TRUE,,8.27,tetragonal," 17.04500183562583,"
mp-8195,Ba2GeAs2,P21/c,-0.895,0,0.558,TRUE,651.389,20,FALSE,,5.069,monoclinic," 11.877695333333333,"
mp-8276,Sr(ZnP)2,P3m1,-0.691,0,0.829,TRUE,104.541,5,FALSE,,4.454,trigonal," 11.103333333333348,"
mp-997086,SrAgO2,C2/m,-1.837,0,0.743,TRUE,128.366,8,TRUE,,5.886,monoclinic," 12.107169666666676,"
mp-2231,SnS,Pnma,-0.778,0,1.111,TRUE,204.376,8,FALSE,,4.9,orthorhombic," 13.144832333333332,"
mp-267,Te2Ru,Pnnm,-0.338,0,0.319,TRUE,140.771,6,FALSE,,8.405,orthorhombic," 20.930999999999997,"
mp-552098,Bi2SeO2,I4/mmm,-1.264,0,0.399,TRUE,95.658,5,FALSE,,9.182,tetragonal," 12.753102666666678,"
mp-9565,Ca(MgSb)2,P3m1,-0.713,0,0.792,TRUE,144.701,5,FALSE,,3.812,trigonal," 10.626666666666814,"
mp-1105594,La3Cu3Sb4,I43d,-0.838,0,0.426,TRUE,483.809,20,FALSE,,7.512,cubic," 25.54662800000001,"
mp-28987,NaPt2Se3,P63mc,-0.581,0,0.998,TRUE,570.842,24,FALSE,,7.564,hexagonal," 12.080409333333337,"
mp-1217120,Ti2FeNiSb2,R3m,-0.581,0,0.963,TRUE,104.345,6,TRUE,,7.222,trigonal," 22.61778903561098,"
mp-1228823,AsIrS,P213,-0.798,0,1.865,FALSE,200.29,12,TRUE,,9.922,cubic," 15.719452999999996,"
mp-19,Te,P3121,0,0,0.575,TRUE,105.094,3,FALSE,,6.048,trigonal," 43.624508333333345,"
mp-1079885,LiSbS2,C2/c,-1.002,0,0.948,FALSE,171.577,8,FALSE,,3.732,monoclinic," 10.419872666666668,"
mp-4573,TlSbTe2,R3m,-0.231,0,0.132,TRUE,138.666,4,FALSE,,6.962,trigonal," 34.65800000000309,"
mp-570553,FeP4,C2/c,-0.372,0,0.897,TRUE,292.018,20,FALSE,,4.088,monoclinic," 19.46600000000012,"
mp-9437,NbFeSb,F43m,-0.338,0,0.743,TRUE,53.167,3,FALSE,,8.449,cubic," 24.718901000000002,"
mp-16252,BaCaGe,Pnma,-0.587,0,0.191,TRUE,408.531,12,FALSE,,4.065,orthorhombic," 22.157999999999998,"
